Permit Type,Agency,Division,Permit/License Name,Form Title,Form PDF,L123 Description,Department Description,Description Link,Biz Portal Description,Application Fee,License Fee,Renewal Fee,Time Frame,"Industry or Sector (as in Lic123: e.g. automotive, consulting, education, food and drink, business services)","Business Types_Level 1 (e.g. cafe, design studio, ",Requirements Link,Tag,Tasks,Notes:,
CA,California Public Utilities Commission (CPUC),,TCP Permit Application for Charter Vehicles - Non-Taxi,,,"Private, for-hire vehicles providing personal transportation require a TCP Permit from the state. Permits are issued by the California Public Utilities Commission to ensure quality and enforcement of regulations.",,,,,,,,,,,,,,
CA,California Public Utilities Commission (CPUC),,California Household Goods Mover License,,,All intrastate movers of household goods must register with the California Public Utilities Commission.,,,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,"Statement of Citizenship, Alienage, and Immigration Status for State Public Benefits",http://www.abc.ca.gov/FORMS/ABC069.pdf,Establishments wishing to sell only beer and wine in California must be licensed to do so. Licenses are issued by the California Alcoholic Beverage Commission to ensure quality and enforcement of regulations.,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Alien Verification Acknowledgement,http://www.abc.ca.gov/FORMS/ABC069A.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Certification Re Chapter 15 Tied-House Restrictions,http://www.abc.ca.gov/FORMS/ABC140.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Declaration of Service by Mail,http://www.abc.ca.gov/FORMS/ABC207F.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,"Application Signature Sheet (Sign ON"")",http://www.abc.ca.gov/FORMS/ABC211SIG.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Corporate Questionnaire,http://www.abc.ca.gov/FORMS/ABC243.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Statement Re: Residences,http://www.abc.ca.gov/FORMS/ABC247.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Statement Re: Consideration Points,http://www.abc.ca.gov/FORMS/ABC251.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Licensed Premises Diagram (Retail),http://www.abc.ca.gov/FORMS/ABC257.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Limited Liability Company Questionnaire,http://www.abc.ca.gov/FORMS/ABC256LLC.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Planned Operation (Retail),http://www.abc.ca.gov/FORMS/ABC257_REV.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Individual Personal Affidavit,http://www.abc.ca.gov/FORMS/ABC208A.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Individual Financial Affidavit,http://www.abc.ca.gov/FORMS/ABC208B.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Application Questionnaire,http://www.abc.ca.gov/FORMS/ABC217.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Only,Zoning Affidavit,http://www.abc.ca.gov/FORMS/ABC255.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Beer and Wine Wholesaler,,,California governs the trade and distribution of alcohol to ensure both tax collection and above board dealings. Anyone wishing to wholesale beer and wine must obtain a license to do so. Licenses are issued by the California Alcoholic Beverage Commission to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Brandy Wholesaler,,,California governs the trade and distribution of alcohol to ensure both tax collection and above board dealings. Anyone wishing to wholesale brandy must obtain a license to do so. Licenses are issued by the California Alcoholic Beverage Commission to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Customs Broker,,,California governs the trade and distribution of alcohol to ensure both tax collection and above board dealings. Anyone wishing to act as a Customs Broker must obtain a license to do so. Licenses are issued by the California Alcoholic Beverage Commission to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Distilled Spirits Importer,,,California governs the trade and distribution of alcohol to ensure both tax collection and above board dealings. Anyone wishing to import distilled spirits must obtain a license to do so. Licenses are issued by the California Alcoholic Beverage Commission to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Distilled Spirits Manufacturer Agent,,,California governs the trade and distribution of alcohol to ensure both tax collection and above board dealings. Anyone wishing to manufacture distilled spirits must obtain a license to do so. Licenses are issued by the California Alcoholic Beverage Commission to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Distilled Spirits Wholesaler,,,California governs the trade and distribution of alcohol to ensure both tax collection and above board dealings. Anyone wishing to wholesale distilled spirits must obtain a license to do so. Licenses are issued by the California Alcoholic Beverage Commission to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,Individual Personal Affidavit,http://www.abc.ca.gov/FORMS/ABC208A.pdf,All establishments serving alcohol in the State of California require a license and must adhere to state liquor laws. Licenses are issued by the California Alcoholic Beverage Commission to ensure quality and enforcement of regulations.,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,Individual Financial Affidavit,http://www.abc.ca.gov/FORMS/ABC208B.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,Application Questionnaire,http://www.abc.ca.gov/FORMS/ABC217.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,"Statement of Citizenship, Alienage, and Immigration Status for State Public Benefits",http://www.abc.ca.gov/FORMS/ABC069.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,Alien Verification Acknowledgement,http://www.abc.ca.gov/FORMS/ABC069A.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,Certification Re Chapter 15 Tied-House Restrictions,http://www.abc.ca.gov/FORMS/ABC140.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,Declaration of Service by Mail,http://www.abc.ca.gov/FORMS/ABC207F.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,"Application Signature Sheet (Sign ON"")",http://www.abc.ca.gov/FORMS/ABC211SIG.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,Corporate Questionnaire,http://www.abc.ca.gov/FORMS/ABC243.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,Statement Re: Residences,http://www.abc.ca.gov/FORMS/ABC247.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,Statement Re: Consideration Points,http://www.abc.ca.gov/FORMS/ABC251.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,Licensed Premises Diagram (Retail),http://www.abc.ca.gov/FORMS/ABC257.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,Limited Liability Company Questionnaire,http://www.abc.ca.gov/FORMS/ABC256LLC.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Full Bar,Planned Operation (Retail),http://www.abc.ca.gov/FORMS/ABC257_REV.pdf,No License123 Description,,http://www.abc.ca.gov/Forms/PDFApp.html,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Off Sale,,,All establishments selling alcohol for off premise consumption in the State of California require a license and must adhere to state liquor laws. Licenses are issued by the California Alcoholic Beverage Commission to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Wine Broker,,,California governs the trade and distribution of alcohol to ensure both tax collection and above board dealings. Anyone wishing to act as a wine broker must obtain a license to do so. Licenses are issued by the California Alcoholic Beverage Commission to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Alcoholic Beverage Control (ABC),,Alcohol License - Winegrower,,,"A California Winegrower License allows the sale of wine to both resellers and to consumers for consumption off the vineyard or winery premises. This allows the for the growth, production, bottling and sale of wine, as well as authorizes the operation of a tasting room for wines grown. ",,,,,,,,,,,,,,
CA,Department of California Highway Patrol,,Biennial Terminal Inspection,,,"Every two years, commercial vehicles must undergo inspection by the California Highway Patrol to remain in operation.",,,,,,,,,,,,,,
CA,Department of California Highway Patrol,,Motor Carrier Profile Registration,,,Commercial vehicles operating within the state must register their information with the California Highway Patrol and obtain a permit. Registration is handled by the California Highway Patrol to ensure safety and enforcement.,,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Board of Accountancy,Accounting Firm License,,,California sets regulatory and ethical standards for its professional accountants. Firms are obliged to conform and are monitored through licensing. Licenses are issued by the California Board of Accountancy to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Bureau of Automotive Repair,Automotive Repair Dealer License,,,Allows you to perform repairs or work on motor vehicles by ensuring you follow state regulations,,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Bureau of Automotive Repair,Brake and Lamp Station License Applications,,,Allows you to perform repairs on auto nrakes and lamps which has additional certifications,,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Bureau of Automotive Repair,Smog Check Station Electronic Certification System,,,Smog check stations can report results electronically to the Department of Motor Vehicles using a state issued proprietary system. These systems must be certified by the California Bureau of Automotive Repair to ensure quality and enforcement of regulations. ,,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Bureau of Automotive Repair,Smog Check Station License,,,Smog check businesses and garages wanting to offer California smog checks must obtain a license to offer this service. Licenses are issued by the California Bureau of Automotive Repair to ensure quality and enforcement of regulations.,,,,,,,,,,,,,,
CA,Department of Consumer Affairs,Bureau of Barbering and Cosmetology,Barbering and Cosmetology Establishment License,,,"Barbers, hairstylists and other estheticians are regulated under California law. Both practitioners as well as their establishments need licenses to offer services. Licensees must demonstrate education, training and compliance with state laws and regulations.",,,,,,,,,,,,,,
